,Cluster Labels,Address,Suburb,Region,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,Suburb Latitude,Suburb Longitude
117,0,"Bergen Beach, New York City US",Bergen Beach,New York City US,Harbor / Marina,Playground,Baseball Field,Donut Shop,Athletics & Sports,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,40.61514955,-73.89855634
118,0,"Beverly Crest, Los Angeles US",Beverly Crest,Los Angeles US,Playground,Convenience Store,Falafel Restaurant,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Farm,34.1167701,-118.4322607
119,0,"Beverly Glen, Los Angeles US",Beverly Glen,Los Angeles US,Business Service,Zoo Exhibit,Fishing Spot,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,34.1077855,-118.4456361
120,0,"Beverly Grove, Los Angeles US",Beverly Grove,Los Angeles US,French Restaurant,Café,Mexican Restaurant,Seafood Restaurant,Hotel,Cosmetics Shop,Chinese Restaurant,Men's Store,Gym,Pet Store,34.0760338,-118.3699723
121,0,"Beverly Park, Los Angeles US",Beverly Park,Los Angeles US,Art Gallery,Park,Bubble Tea Shop,Supermarket,Breakfast Spot,Thai Restaurant,Grocery Store,Caribbean Restaurant,Gym / Fitness Center,Filipino Restaurant,34.06376935,-118.2646896
122,1,"Beverlywood, Los Angeles US",Beverlywood,Los Angeles US,Park,Zoo Exhibit,Cuban Restaurant,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,34.0466335,-118.395038
123,3,"Bexley, Christchurch New Zealand",Bexley,Christchurch New Zealand,Fish & Chips Shop,Café,Thai Restaurant,Hotel,Sandwich Place,Zoo Exhibit,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,-43.5110351,172.7183763
124,2,"Bhuleshwar, Mumbai City India",Bhuleshwar,Mumbai City India,Indian Restaurant,Fast Food Restaurant,Arcade,Food,Bus Station,Ice Cream Shop,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,18.9537706,72.8274755
125,3,"Bishopdale, Christchurch New Zealand",Bishopdale,Christchurch New Zealand,Pizza Place,Café,Pharmacy,Convenience Store,Bakery,Park,Grocery Store,Thai Restaurant,Gas Station,Pet Store,-43.4884343,172.5886622
126,3,"Blackpool, Auckland City New Zealand",Blackpool,Auckland City New Zealand,Café,Beach,Bar,Convenience Store,Seafood Restaurant,Fish & Chips Shop,Hostel,Pizza Place,Art Gallery,Ice Cream Shop,-36.7889046,175.0122433
127,0,"Blissville, New York City US",Blissville,New York City US,Donut Shop,Deli / Bodega,Clothing Store,Cafeteria,Skating Rink,Bar,Mattress Store,Movie Theater,Hotel,Art Gallery,40.73725072,-73.93244235
128,3,"Blockhouse Bay, Auckland City New Zealand",Blockhouse Bay,Auckland City New Zealand,Café,Mediterranean Restaurant,Ice Cream Shop,Video Store,Park,Neighborhood,Grocery Store,Zoo Exhibit,Fast Food Restaurant,Film Studio,-36.9197769,174.70147
129,0,"Bloomfield, New York City US",Bloomfield,New York City US,Bus Stop,Theme Park,Discount Store,Park,Recreation Center,Zoo Exhibit,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,40.60577868,-74.18725638
130,0,"Boerum Hill, New York City US",Boerum Hill,New York City US,Coffee Shop,Bar,Dance Studio,Sandwich Place,Spa,Bakery,Arts & Crafts Store,French Restaurant,Furniture / Home Store,Grocery Store,40.68568291,-73.98374824
131,0,"Boondall, Brisbane",Boondall,Brisbane,Bakery,Bus Station,Grocery Store,Liquor Store,Pizza Place,Seafood Restaurant,Pie Shop,Chinese Restaurant,Eye Doctor,Exhibit,-27.3534749,153.0618597
132,0,"Borough Park, New York City US",Borough Park,New York City US,Bank,Pizza Place,Pharmacy,Restaurant,Coffee Shop,Fast Food Restaurant,Hotel,Hostel,Café,American Restaurant,40.63313051,-73.99049823
133,3,"Bottle Lake, Christchurch New Zealand",Bottle Lake,Christchurch New Zealand,Golf Course,Café,Zoo Exhibit,Fast Food Restaurant,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Farmers Market,-43.4625844,172.6762893
134,0,"Bowen Hills, Brisbane",Bowen Hills,Brisbane,Coffee Shop,Café,Gym,Japanese Restaurant,Sandwich Place,Burger Joint,Brewery,Furniture / Home Store,Bistro,Theater,-27.4466752,153.0402224
135,0,"Boyle Heights, Los Angeles US",Boyle Heights,Los Angeles US,Grocery Store,Fast Food Restaurant,Bakery,Mexican Restaurant,Department Store,ATM,Donut Shop,Pharmacy,Burger Joint,Southern / Soul Food Restaurant,34.0436892,-118.2097684
136,0,"Bracken Ridge, Brisbane",Bracken Ridge,Brisbane,Pub,Coffee Shop,Grocery Store,Seafood Restaurant,Exhibit,Eye Doctor,Fabric Shop,Factory,Falafel Restaurant,Fish & Chips Shop,-27.3189512,153.0390386
137,0,"Breach Candy, Mumbai City India",Breach Candy,Mumbai City India,Bakery,Bar,Indian Restaurant,Chinese Restaurant,Gym / Fitness Center,Park,Theater,Pizza Place,Donut Shop,Lounge,18.97256625,72.8042677
138,0,"Breezy Point, New York City US",Breezy Point,New York City US,Monument / Landmark,Supermarket,Trail,Beach,Zoo Exhibit,Fast Food Restaurant,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,40.55740129,-73.92551197
139,0,"Brentwood Circle, Los Angeles US",Brentwood Circle,Los Angeles US,Italian Restaurant,Clothing Store,Grocery Store,Salon / Barbershop,Park,Coffee Shop,Historic Site,Café,Spa,Gym / Fitness Center,34.0521403,-118.4740699
140,0,"Brentwood, Los Angeles US",Brentwood,Los Angeles US,Italian Restaurant,Clothing Store,Grocery Store,Salon / Barbershop,Park,Coffee Shop,Historic Site,Café,Spa,Gym / Fitness Center,34.0521403,-118.4740699
141,0,"Briarwood, New York City US",Briarwood,New York City US,Deli / Bodega,Fast Food Restaurant,Mexican Restaurant,Arts & Crafts Store,Gym,Bus Station,Convenience Store,Indian Restaurant,Playground,Coffee Shop,40.71093547,-73.81174822
142,1,"Bridgeman Downs, Brisbane",Bridgeman Downs,Brisbane,Park,Zoo Exhibit,Cuban Restaurant,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,-27.355,152.9942
143,0,"Brighton Beach, New York City US",Brighton Beach,New York City US,Restaurant,Beach,Russian Restaurant,Eastern European Restaurant,Neighborhood,Bank,Mobile Phone Shop,Gourmet Shop,Sushi Restaurant,Mediterranean Restaurant,40.57682507,-73.96509449
144,0,"Brighton, Brisbane",Brighton,Brisbane,Thrift / Vintage Store,Ethiopian Restaurant,Fish Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,-27.2979603,153.0581895
145,0,"Brisbane Airport (suburb), Brisbane",Brisbane Airport (suburb),Brisbane,Airport,Zoo Exhibit,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farm,-27.39333,153.11333
146,3,"Brisbane CBD, Brisbane",Brisbane CBD,Brisbane,Café,Bar,Coffee Shop,Japanese Restaurant,Hotel,Restaurant,Sushi Restaurant,Brazilian Restaurant,Bakery,Burger Joint,-27.466829,153.0273743
147,0,"Broad Channel, New York City US",Broad Channel,New York City US,Other Nightlife,Dive Bar,Sporting Goods Shop,Deli / Bodega,Pizza Place,Zoo Exhibit,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,40.60302658,-73.82005489
148,0,"Broadway Junction, New York City US",Broadway Junction,New York City US,Donut Shop,Diner,Fried Chicken Joint,Gas Station,Caribbean Restaurant,Seafood Restaurant,Ice Cream Shop,Pizza Place,Sandwich Place,Bakery,40.67786105,-73.90331685
149,0,"Broadway-Manchester, Los Angeles US",Broadway-Manchester,Los Angeles US,Liquor Store,Gym,Motel,Zoo Exhibit,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,33.9410149,-118.2744036
150,0,"Bromley, Christchurch New Zealand",Bromley,Christchurch New Zealand,Hostel,Sports Bar,RV Park,Home Service,Department Store,Falafel Restaurant,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,-43.5378993,172.6861541
151,0,"Bronxdale, New York City US",Bronxdale,New York City US,Mexican Restaurant,Performing Arts Venue,Paper / Office Supplies Store,Park,Gym,Pizza Place,Eastern European Restaurant,Breakfast Spot,Convenience Store,Supermarket,40.85272298,-73.86172578
152,3,"Brookfield, Brisbane",Brookfield,Brisbane,Market,Tennis Court,Café,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Zoo Exhibit,-27.4947589,152.9114675
153,0,"Brooklands, Christchurch New Zealand",Brooklands,Christchurch New Zealand,River,Moving Target,Zoo Exhibit,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,-43.4021055,172.6979724
154,0,"Brooklyn Heights, New York City US",Brooklyn Heights,New York City US,Park,Deli / Bodega,Yoga Studio,Pizza Place,Gym,Bakery,Italian Restaurant,Mexican Restaurant,Gym / Fitness Center,Asian Restaurant,40.69586372,-73.99378225
155,0,"Brookside, Los Angeles US",Brookside,Los Angeles US,Museum,Shopping Mall,Music Venue,History Museum,Sculpture Garden,Udon Restaurant,Candy Store,Bookstore,Coffee Shop,Speakeasy,34.0536909,-118.2427666
156,0,"Brookville, New York City US",Brookville,New York City US,Deli / Bodega,Zoo Exhibit,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farm,40.66000323,-73.75175311
157,0,"Broomfield, Christchurch New Zealand",Broomfield,Christchurch New Zealand,Bakery,Stadium,Flea Market,Motel,Fast Food Restaurant,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Zoo Exhibit,-43.5266391,172.5295382
158,0,"Brownsville, New York City US",Brownsville,New York City US,Restaurant,Park,Moving Target,Discount Store,Performing Arts Venue,Spanish Restaurant,Pizza Place,Home Service,Playground,Pool,40.66394994,-73.91023536
159,0,"Bryndwr, Christchurch New Zealand",Bryndwr,Christchurch New Zealand,Bakery,Café,Chinese Restaurant,Pizza Place,Vietnamese Restaurant,Bar,Indian Restaurant,Thai Restaurant,Supermarket,Italian Restaurant,-43.5043099,172.5929407
160,0,"Bukit Bintang, Kuala Lumpur Malaysia",Bukit Bintang,Kuala Lumpur Malaysia,Café,Spa,Japanese Restaurant,Asian Restaurant,Chinese Restaurant,Hotel,Coffee Shop,Convenience Store,Gym / Fitness Center,BBQ Joint,3.1471068,101.7086011
161,3,"Bulimba, Brisbane",Bulimba,Brisbane,Café,Pizza Place,Italian Restaurant,Bookstore,Sushi Restaurant,Coffee Shop,Thai Restaurant,Movie Theater,BBQ Joint,Sandwich Place,-27.4498447,153.0600915
162,0,"Bulls Head, New York City US",Bulls Head,New York City US,Pizza Place,Bus Stop,Chinese Restaurant,Deli / Bodega,Pharmacy,Ice Cream Shop,Sandwich Place,Hookah Bar,Scenic Lookout,Donut Shop,40.6095918,-74.15940949
163,0,"Bulwer, Brisbane",Bulwer,Brisbane,Home Service,Zoo Exhibit,Farm,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Falafel Restaurant,-27.4044273,153.1393865
164,0,"Bunker Hill, Los Angeles US",Bunker Hill,Los Angeles US,Café,Sandwich Place,Coffee Shop,Restaurant,Gift Shop,Theater,American Restaurant,French Restaurant,Vegetarian / Vegan Restaurant,Seafood Restaurant,34.0550659,-118.2512228
165,0,"Bunkyō, Tokyo Japan",Bunkyō,Tokyo Japan,Café,Ramen Restaurant,BBQ Joint,Italian Restaurant,Japanese Restaurant,Chinese Restaurant,Garden,Dessert Shop,Bakery,Park,35.71881,139.744732
166,0,"Burnside, Christchurch New Zealand",Burnside,Christchurch New Zealand,Pizza Place,Thai Restaurant,Fish & Chips Shop,Café,Concert Hall,Vegetarian / Vegan Restaurant,Pool,Asian Restaurant,Bar,Supermarket,-43.5019888,172.5760085
167,0,"Burwood, Christchurch New Zealand",Burwood,Christchurch New Zealand,Bus Station,Lake,Accessories Store,Park,Cosmetics Shop,Farmers Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,-43.4994151,172.682828
168,0,"Bushwick, New York City US",Bushwick,New York City US,Bar,Deli / Bodega,Mexican Restaurant,Coffee Shop,Pizza Place,Bakery,Thrift / Vintage Store,Discount Store,Vegetarian / Vegan Restaurant,Café,40.69811611,-73.92525797
169,0,"Butler Manor, New York City US",Butler Manor,New York City US,Baseball Field,Pool,Convenience Store,Bus Stop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,40.50608165,-74.2295035
170,0,"Cahuenga Pass, Los Angeles US",Cahuenga Pass,Los Angeles US,Lounge,Mexican Restaurant,American Restaurant,Pizza Place,Café,Vegetarian / Vegan Restaurant,Coffee Shop,Movie Theater,Burger Joint,Asian Restaurant,34.0968666,-118.3295078
171,0,"Calamvale, Brisbane",Calamvale,Brisbane,Ice Cream Shop,Business Service,Baby Store,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,-27.6169467,153.0495303
172,0,"Cambria Heights, New York City US",Cambria Heights,New York City US,Caribbean Restaurant,Cosmetics Shop,Jewelry Store,Liquor Store,Pharmacy,Flower Shop,Nightclub,Moving Target,Restaurant,Intersection,40.69277464,-73.73526874
173,3,"Camp Hill, Brisbane",Camp Hill,Brisbane,Men's Store,Bus Station,Bistro,Antique Shop,Café,Sporting Goods Shop,Falafel Restaurant,Factory,Farm,Farmers Market,-27.4942385,153.0771926
174,3,"Camperdown, Sydney",Camperdown,Sydney,Café,Thai Restaurant,Pub,Bar,Pizza Place,Gastropub,Motorcycle Shop,Liquor Store,Convenience Store,Australian Restaurant,-33.8896116,151.1800986
175,0,"Canarsie, New York City US",Canarsie,New York City US,Business Service,Chinese Restaurant,Gym,Asian Restaurant,Caribbean Restaurant,Zoo Exhibit,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,40.63556433,-73.9020927
176,3,"Cannon Hill, Brisbane",Cannon Hill,Brisbane,Café,Pizza Place,Sushi Restaurant,Train Station,Mobile Phone Shop,Grocery Store,Seafood Restaurant,Chinese Restaurant,Thai Restaurant,Fish & Chips Shop,-27.465377,153.0882595
177,0,"Canoga Park, Los Angeles US",Canoga Park,Los Angeles US,Asian Restaurant,Rental Car Location,Thrift / Vintage Store,Coffee Shop,Pharmacy,Café,Mexican Restaurant,Art Gallery,Fast Food Restaurant,Home Service,34.2010776,-118.5978259
178,0,"Carina Heights, Brisbane",Carina Heights,Brisbane,Jewelry Store,Thai Restaurant,Department Store,Coffee Shop,Zoo Exhibit,Farmers Market,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,-27.5014508,153.0966984
179,0,"Carina, Brisbane",Carina,Brisbane,Fast Food Restaurant,Gym / Fitness Center,Asian Restaurant,Thai Restaurant,Field,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Zoo Exhibit,-27.4942526,153.0900278
180,0,"Carindale, Brisbane",Carindale,Brisbane,Café,Department Store,Coffee Shop,Fast Food Restaurant,Gym,Electronics Store,Shopping Mall,Sushi Restaurant,Mexican Restaurant,Supermarket,-27.5032764,153.1040678
181,3,"Carlton North, Melbourne",Carlton North,Melbourne,Café,Italian Restaurant,Bar,Vegetarian / Vegan Restaurant,Deli / Bodega,Pub,Bakery,Wine Bar,Coffee Shop,Gourmet Shop,-37.7888,144.972
182,3,"Carlton, Melbourne",Carlton,Melbourne,Café,Coffee Shop,Italian Restaurant,Bar,Deli / Bodega,Vegetarian / Vegan Restaurant,Ice Cream Shop,Wine Bar,Whisky Bar,Thai Restaurant,-37.8001,144.9671
183,0,"Carmichael Road, Mumbai City India",Carmichael Road,Mumbai City India,Bar,Chinese Restaurant,Shopping Mall,Electronics Store,Fast Food Restaurant,Bakery,Indian Restaurant,Sandwich Place,Food Truck,Vegetarian / Vegan Restaurant,18.9739865,72.8106012
184,0,"Carnegie Hill, New York City US",Carnegie Hill,New York City US,Coffee Shop,Café,Japanese Restaurant,Bookstore,Wine Shop,Gym / Fitness Center,Pizza Place,Gym,Yoga Studio,Grocery Store,40.78268257,-73.95325647
185,0,"Carroll Gardens, New York City US",Carroll Gardens,New York City US,Italian Restaurant,Coffee Shop,Pizza Place,Cocktail Bar,Bakery,Spa,Bar,Wine Shop,Food & Drink Shop,Bank,40.68054023,-73.99465373
186,0,"Carseldine, Brisbane",Carseldine,Brisbane,Market,Filipino Restaurant,Thai Restaurant,Plaza,Bus Station,Farmers Market,Financial or Legal Service,Film Studio,Field,Fast Food Restaurant,-27.3481021,153.0226204
187,0,"Carthay, Los Angeles US",Carthay,Los Angeles US,Hotel,Sandwich Place,Fast Food Restaurant,Ethiopian Restaurant,Bank,Sushi Restaurant,Furniture / Home Store,New American Restaurant,Food Truck,Mobile Phone Shop,34.0611213,-118.3672997
188,3,"Casebrook, Christchurch New Zealand",Casebrook,Christchurch New Zealand,Stadium,Café,Gas Station,Park,Fast Food Restaurant,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,-43.4791675,172.5999587
189,3,"Cashmere, Christchurch New Zealand",Cashmere,Christchurch New Zealand,Coffee Shop,Bar,Burger Joint,Café,Farmers Market,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,-43.5716034,172.6309889
190,0,"Castle Hill, New York City US",Castle Hill,New York City US,Bank,Pizza Place,Pharmacy,Baseball Field,Deli / Bodega,Bus Station,Diner,Market,Film Studio,Filipino Restaurant,40.81901438,-73.8480273
191,0,"Castleton Corners, New York City US",Castleton Corners,New York City US,Pizza Place,Bank,Sandwich Place,Tattoo Parlor,Grocery Store,Mini Golf,Bar,Bagel Shop,Ice Cream Shop,Burger Joint,40.61333594,-74.11918059
192,2,"Cavel, Mumbai City India",Cavel,Mumbai City India,Indian Restaurant,Café,Bar,Snack Place,Bakery,Train Station,Chinese Restaurant,Cheese Shop,Coffee Shop,Fast Food Restaurant,18.9474,72.8272
193,0,"Centennial Park, Sydney",Centennial Park,Sydney,Café,Movie Theater,Park,Performing Arts Venue,Lake,Food Truck,Music Venue,Tourist Information Center,Grocery Store,Theater,-33.8977778,151.2338889
194,0,"Central Harlem, New York City US",Central Harlem,New York City US,Chinese Restaurant,African Restaurant,Bar,French Restaurant,Fried Chicken Joint,Seafood Restaurant,American Restaurant,Cosmetics Shop,Gym,Market,40.81597607,-73.94321113
195,1,"Central-Alameda, Los Angeles US",Central-Alameda,Los Angeles US,Mexican Restaurant,Park,Food,Shop & Service,Zoo Exhibit,Farmers Market,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,34.004015,-118.2477844
196,0,"Century City, Los Angeles US",Century City,Los Angeles US,Coffee Shop,Mexican Restaurant,Department Store,Salad Place,Cosmetics Shop,Italian Restaurant,Gym / Fitness Center,Movie Theater,Women's Store,Hotel,34.0574263,-118.4147267
197,0,"Chabahil, Kathmandu Nepal",Chabahil,Kathmandu Nepal,Asian Restaurant,Hotel,Restaurant,Café,Coffee Shop,Italian Restaurant,Indian Restaurant,Hostel,Breakfast Spot,Bakery,27.717083,85.346733
198,0,"Chanakyapuri, New Delhi India",Chanakyapuri,New Delhi India,Performing Arts Venue,Health & Beauty Service,Trail,Business Service,Farm,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,28.5946775,77.1885212
199,0,"Chandler, Brisbane",Chandler,Brisbane,Bus Station,Zoo Exhibit,Fishing Spot,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,-27.5095617,153.1579124
200,2,"Chandni Chowk, New Delhi India",Chandni Chowk,New Delhi India,Indian Restaurant,Snack Place,Market,Flea Market,Hotel,Fast Food Restaurant,Dessert Shop,Paper / Office Supplies Store,Factory,Falafel Restaurant,28.6559834,77.2321937
201,0,"Changning District, Shanghai China",Changning District,Shanghai China,Bakery,Hotel,Japanese Restaurant,Cocktail Bar,Dumpling Restaurant,Bistro,Italian Restaurant,French Restaurant,Park,Yoga Studio,31.2092762,121.3899859
